'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BRISBANE Queensland for April 2011,,,,,,,,,,
Issued at 22:34 GMT on Sunday 01 May 2011,,,,,,,,,,
© Copyright Commonwealth of Australia 2011 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BRISBANE,01/04/2011,2.6,5.6, ,26.6,18.8,91,64,1.26,12.22
BRISBANE,02/04/2011,3.9,4.6, ,29.1,17.7,93,44,0.99,22.12
BRISBANE,03/04/2011,3.0,0.8, ,26.0,17.9,90,60,1.51,15.08
BRISBANE,04/04/2011,3.9,0.0, ,27.5,17.3,86,43,1.95,19.51
BRISBANE,05/04/2011,3.2,0.0, ,25.8,17.6,88,53,1.90,15.70
BRISBANE,06/04/2011,3.8,1.0, ,25.9,16.5,89,45,2.07,19.98
BRISBANE,07/04/2011,3.6,0.0, ,25.5,17.1,84,53,2.08,19.04
BRISBANE,08/04/2011,2.1,13.4, ,23.3,17.4,93,73,1.31,10.88
BRISBANE,09/04/2011,3.5,5.0, ,25.9,17.0,89,50,1.53,19.65
BRISBANE,10/04/2011,3.6,0.0, ,27.7,15.3,91,47,1.06,21.69
BRISBANE,11/04/2011,3.2,0.0, ,28.1,17.3,92,44,0.89,17.72
BRISBANE,12/04/2011,3.7,7.6, ,27.4,17.4,93,42,1.11,21.99
BRISBANE,13/04/2011,3.6,0.0, ,28.6,15.5,89,35,0.91,22.03
BRISBANE,14/04/2011,3.8,0.0, ,29.4,17.2,92,28,1.04,21.88
BRISBANE,15/04/2011,3.5,0.0, ,28.2,17.8,94,48,1.11,20.41
BRISBANE,16/04/2011,1.9,2.0, ,23.0,18.4,90,65,0.90,9.40
BRISBANE,17/04/2011,2.6,0.6, ,24.7,17.4,86,61,1.40,13.77
BRISBANE,18/04/2011,1.6,3.8, ,20.8,17.9,93,82,1.32,7.99
BRISBANE,19/04/2011,2.4,16.2, ,24.5,18.1,92,66,1.23,12.74
BRISBANE,20/04/2011,3.1,2.6, ,26.9,19.5,93,54,1.20,17.01
BRISBANE,21/04/2011,3.2,0.2, ,28.6,18.8,91,50,0.83,18.75
BRISBANE,22/04/2011,3.3,0.0, ,29.4,18.4,95,50,0.92,18.97
BRISBANE,23/04/2011,3.1,0.0, ,28.1,17.4,93,56,1.17,18.12
BRISBANE,24/04/2011,3.0,0.0, ,26.7,17.8,91,50,1.43,16.64
BRISBANE,25/04/2011,2.8,0.0, ,25.1,19.2,79,50,1.60,13.12
BRISBANE,26/04/2011,2.8,0.0, ,25.7,16.4,91,53,1.70,14.77
BRISBANE,27/04/2011,2.4,7.2, ,22.6,15.8,92,70,2.02,14.07
BRISBANE,28/04/2011,2.4,15.4, ,22.5,16.0,94,64,1.42,14.63
BRISBANE,29/04/2011,2.7,1.8, ,25.4,16.3,90,54,1.75,14.29
BRISBANE,30/04/2011,2.7,12.4, ,25.6,15.6,91,53,1.41,15.53
Totals:,,91,100.2, ,,,,,, 
