'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BRISBANE Queensland for January 2019,,,,,,,,,,
Issued at 22:31 GMT on Friday 01 February 2019,,,,,,,,,,
© Copyright Commonwealth of Australia 2019 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BRISBANE,01/01/2019,6.6,0.0, ,31.6,22.9,74,38,1.81,30.34
BRISBANE,02/01/2019,6.0,0.0, ,31.1,21.0,82,40,1.65,28.32
BRISBANE,03/01/2019,4.1,8.4, ,29.4,20.8,92,61,1.54,18.76
BRISBANE,04/01/2019,6.4,7.0, ,30.1,22.5,91,36,2.34,28.86
BRISBANE,05/01/2019,5.6,0.2, ,30.9,20.9,89,46,1.61,26.38
BRISBANE,06/01/2019,5.8,0.0, ,31.3,24.0,78,51,2.13,24.72
BRISBANE,07/01/2019,3.9,7.6, ,30.1,23.9,85,50,2.24,13.57
BRISBANE,08/01/2019,4.4,2.0, ,29.9,22.5,87,48,2.25,16.69
BRISBANE,09/01/2019,3.7,0.0, ,29.8,22.9,85,52,1.50,14.84
BRISBANE,10/01/2019,4.7,0.6, ,31.0,24.4,81,48,1.59,19.38
BRISBANE,11/01/2019,6.2,0.0, ,31.0,21.9,85,40,2.03,27.86
BRISBANE,12/01/2019,6.4,0.0, ,31.7,20.2,84,35,1.89,29.78
BRISBANE,13/01/2019,6.3,0.0, ,32.1,20.8,81,41,2.19,27.71
BRISBANE,14/01/2019,6.5,0.0, ,32.0,21.1,78,40,2.36,28.63
BRISBANE,15/01/2019,6.0,0.0, ,31.6,21.7,83,45,1.66,27.93
BRISBANE,16/01/2019,7.2,0.0, ,33.3,23.9,73,36,2.26,30.86
BRISBANE,17/01/2019,6.5,0.0, ,32.6,24.1,75,37,1.93,28.46
BRISBANE,18/01/2019,6.0,0.0, ,32.4,21.3,78,40,1.58,27.47
BRISBANE,19/01/2019,5.8,0.0, ,32.9,21.7,80,46,1.65,26.17
BRISBANE,20/01/2019,6.0,0.0, ,33.0,22.0,87,44,1.62,27.48
BRISBANE,21/01/2019,6.1,0.0, ,32.3,23.3,81,42,2.09,26.12
BRISBANE,22/01/2019,5.8,0.0, ,32.2,22.4,83,50,1.79,26.37
BRISBANE,23/01/2019, ,0.0, , ,23.4,84,46,1.82,28.20
BRISBANE,24/01/2019, , , ,33.2, ,72,43,2.07,29.37
BRISBANE,25/01/2019,5.9,0.6, ,33.2,25.2,78,45,1.70,25.17
BRISBANE,26/01/2019,6.1,0.2, ,33.0,24.2,82,40,1.81,26.60
BRISBANE,27/01/2019,6.7,0.0, ,32.5,23.5,77,43,2.30,29.65
BRISBANE,28/01/2019,6.6,0.0, ,33.2,22.9,85,30,2.02,28.85
BRISBANE,29/01/2019,6.1,1.0, ,32.0,23.5,77,44,2.11,26.63
BRISBANE,30/01/2019,5.8,0.0, ,32.3,22.6,84,47,2.13,25.23
BRISBANE,31/01/2019,6.0,0.0, ,33.0,23.4,86,45,1.83,26.30
Totals:,,169.2,27.6, ,,,,,, 
