'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BRISBANE Queensland for June 2020,,,,,,,,,,
Issued at 22:30 GMT on Wednesday 01 July 2020,,,,,,,,,,
© Copyright Commonwealth of Australia 2020 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BRISBANE,01/06/2020,1.8,0.0, ,24.4,14.0,95,54,0.93,12.73
BRISBANE,02/06/2020,3.0,0.0, ,20.6,14.6,91,21,3.17,14.26
BRISBANE,03/06/2020,2.1,0.0, ,22.1,9.5,70,27,1.27,14.21
BRISBANE,04/06/2020,1.9,0.0, ,21.0,10.3,74,44,1.33,11.68
BRISBANE,05/06/2020,1.8,0.0, ,23.8,12.6,88,49,1.10,11.92
BRISBANE,06/06/2020,1.9,0.0, ,24.2,10.4,93,29,0.93,14.09
BRISBANE,07/06/2020,1.6,0.0, ,23.3,10.9,92,51,0.66,11.54
BRISBANE,08/06/2020,1.9,0.0, ,23.6,12.1,93,38,1.09,13.80
BRISBANE,09/06/2020,2.0,0.0, ,23.1,10.8,90,50,1.64,12.12
BRISBANE,10/06/2020,1.6,7.0, ,23.5,14.9,95,68,1.15,10.87
BRISBANE,11/06/2020,1.9,5.4, ,26.1,15.4,95,51,0.93,12.28
BRISBANE,12/06/2020,1.8,0.0, ,25.9,13.9,94,42,0.71,13.89
BRISBANE,13/06/2020,1.6,0.0, ,24.7,13.4,93,62,0.82,10.93
BRISBANE,14/06/2020,1.2,4.0, ,24.8,18.6,96,72,0.63,5.89
BRISBANE,15/06/2020,1.8,11.4, ,25.2,15.4,96,45,0.70,13.13
BRISBANE,16/06/2020,1.6,0.0, ,23.3,14.6,94,63,1.08,10.89
BRISBANE,17/06/2020,2.0,0.0, ,23.3,13.0,95,47,1.41,13.24
BRISBANE,18/06/2020,1.9,1.2, ,23.8,15.0,92,53,1.56,11.15
BRISBANE,19/06/2020,1.7,5.2, ,21.5,12.9,89,59,1.41,10.88
BRISBANE,20/06/2020,1.2,1.8, ,19.2,13.1,94,78,0.65,9.32
BRISBANE,21/06/2020,1.8,2.8, ,22.5,14.1,94,57,0.96,13.60
BRISBANE,22/06/2020,1.9,1.6, ,20.9,11.5,94,30,1.26,13.87
BRISBANE,23/06/2020,2.6,0.0, ,20.1,9.1,74,33,2.57,13.84
BRISBANE,24/06/2020,2.5,0.0, ,20.3,10.5,65,36,2.31,13.89
BRISBANE,25/06/2020,1.7,0.0, ,21.5,9.6,85,37,0.82,13.90
BRISBANE,26/06/2020,1.8,0.0, ,22.9,9.7,81,43,0.93,13.69
BRISBANE,27/06/2020,2.0,0.0, ,23.6,10.5,89,31,1.13,13.94
BRISBANE,28/06/2020,1.2,0.4, ,18.0,14.3,89,71,0.80,8.57
BRISBANE,29/06/2020,2.0,0.8, ,22.4,10.9,91,36,1.34,13.61
BRISBANE,30/06/2020,1.6,0.0, ,22.2,10.3,90,50,0.94,11.62
Totals:,,55.4,41.6, ,,,,,, 
