'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BRISBANE Queensland for August 2010,,,,,,,,,,
Issued at 04:30 GMT on Wednesday 01 September 2010,,,,,,,,,,
© Copyright Commonwealth of Australia 2010 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BRISBANE,01/08/2010,2.9,0.0, ,24.0,13.9,87,35,1.89,16.61
BRISBANE,02/08/2010,3.6,0.0, ,20.4,12.5,63,26,3.00,17.82
BRISBANE,03/08/2010,3.4,0.0, ,20.7,10.2,67,38,3.27,17.49
BRISBANE,04/08/2010,2.5,0.0, ,22.7,9.2,82,28,1.05,17.96
BRISBANE,05/08/2010,2.1,0.0, ,22.5,8.8,84,40,1.03,13.52
BRISBANE,06/08/2010,2.9,0.0, ,22.4,12.7,85,20,1.62,18.14
BRISBANE,07/08/2010,2.5,0.0, ,20.1,8.1,83,25,1.13,18.52
BRISBANE,08/08/2010,2.4,0.0, ,22.2,6.6,92,30,1.06,18.20
BRISBANE,09/08/2010,2.2,0.0, ,23.1,9.6,95,48,1.35,12.93
BRISBANE,10/08/2010,1.1,2.8, ,19.7,14.1,95,81,0.94,4.87
BRISBANE,11/08/2010,2.0,78.0, ,19.0,16.1,96,44,1.74,9.52
BRISBANE,12/08/2010,4.2,0.0, ,19.6,12.5,62,33,4.61,18.71
BRISBANE,13/08/2010,3.4,0.2, ,20.5,10.4,65,34,2.84,18.87
BRISBANE,14/08/2010,2.5,0.0, ,22.2,6.1,91,35,1.02,19.24
BRISBANE,15/08/2010,3.0,0.0, ,26.2,7.8,94,26,1.27,18.53
BRISBANE,16/08/2010,3.2,0.0, ,23.5,7.6,81,29,1.79,19.04
BRISBANE,17/08/2010,2.9,0.0, ,21.9,10.2,88,30,1.51,19.47
BRISBANE,18/08/2010,2.6,0.0, ,23.4,9.5,90,45,1.10,18.24
BRISBANE,19/08/2010,2.9,0.0, ,27.8,11.7,92,48,1.07,18.16
BRISBANE,20/08/2010,1.2,8.6, ,18.1,17.5,92,75,1.05,4.64
BRISBANE,21/08/2010,3.1,4.6, ,21.8,6.9,94,32,1.70,20.46
BRISBANE,22/08/2010,2.8,0.0, ,22.3,8.1,89,37,1.17,20.09
BRISBANE,23/08/2010,1.3,0.0, ,20.1,11.6,94,73,0.71,6.96
BRISBANE,24/08/2010,3.5,10.2, ,21.1,14.0,90,43,3.68,17.79
BRISBANE,25/08/2010,2.5,0.2, ,18.6,15.0,65,50,2.84,6.96
BRISBANE,26/08/2010,3.7,0.0, ,20.8,14.1,69,33,2.70,19.04
BRISBANE,27/08/2010,3.9,0.0, ,22.4,10.3,67,30,2.64,21.15
BRISBANE,28/08/2010,3.0,0.0, ,23.7,7.4,85,27,0.99,20.69
BRISBANE,29/08/2010,3.0,0.0, ,22.4,12.3,84,45,1.78,16.68
BRISBANE,30/08/2010, ,0.0, ,23.2,10.7,90,41,1.09, 
BRISBANE,31/08/2010, ,0.0, ,24.2,11.4,89,43,1.22, 
Totals:,,80.3,104.6, ,,,,,, 
