'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BRISBANE Queensland for December 2020,,,,,,,,,,
Issued at 22:31 GMT on Friday 01 January 2021,,,,,,,,,,
© Copyright Commonwealth of Australia 2020 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BRISBANE,01/12/2020,6.2,0.0, ,32.5,23.3,81,49,1.87,27.87
BRISBANE,02/12/2020,6.6,0.0, ,31.9,23.9,77,52,2.06,30.09
BRISBANE,03/12/2020,5.3,0.0, ,30.9,25.1,81,46,1.73,22.38
BRISBANE,04/12/2020,5.9,0.0, ,32.8,23.6,80,44,1.71,25.77
BRISBANE,05/12/2020,6.7,0.0, ,32.3,22.5,82,50,2.12,30.68
BRISBANE,06/12/2020,6.3,0.0, ,33.2,23.6,78,40,2.10,26.37
BRISBANE,07/12/2020,2.6,0.0, ,33.9,25.8,88,42,1.37,6.13
BRISBANE,08/12/2020,4.6,4.8, ,33.0,22.3,89,18,1.84,14.56
BRISBANE,09/12/2020,5.6,0.2, ,28.5,20.0,74,45,2.01,25.76
BRISBANE,10/12/2020,5.7,0.0, ,29.8,21.9,71,45,1.62,26.59
BRISBANE,11/12/2020,2.8,0.0, ,26.1,22.1,88,50,1.72,9.02
BRISBANE,12/12/2020,3.1,12.8, ,25.2,17.3,92,56,1.75,13.41
BRISBANE,13/12/2020,1.6,18.6, ,22.7,18.8,95,76,2.30,4.58
BRISBANE,14/12/2020,2.4,53.6, ,26.8,19.0,97,76,3.21,9.07
BRISBANE,15/12/2020,4.6,7.2, ,29.8,21.6,95,59,1.25,21.92
BRISBANE,16/12/2020,5.2,1.4, ,29.9,22.8,94,62,2.25,24.37
BRISBANE,17/12/2020,4.6,4.8, ,28.5,23.5,90,69,1.93,21.55
BRISBANE,18/12/2020,5.4,15.6, ,30.9,23.4,89,60,1.88,24.85
BRISBANE,19/12/2020,5.1,0.2, ,30.5,24.7,85,60,2.12,22.00
BRISBANE,20/12/2020,6.2,0.0, ,30.6,24.1,91,54,1.89,29.35
BRISBANE,21/12/2020,5.7,2.8, ,30.7,23.8,84,53,1.94,25.53
BRISBANE,22/12/2020,5.1,0.0, ,32.5,23.5,87,53,1.62,21.79
BRISBANE,23/12/2020,7.2,2.4, ,32.3,23.6,72,25,2.44,29.81
BRISBANE,24/12/2020,4.5,0.0, ,28.2,20.5,70,43,1.68,18.79
BRISBANE,25/12/2020,4.4,0.0, ,28.4,21.7,76,51,1.38,19.80
BRISBANE,26/12/2020,4.8,0.0, ,28.1,19.2,82,45,1.76,22.04
BRISBANE,27/12/2020,5.8,0.0, ,29.3,18.6,86,46,1.57,29.32
BRISBANE,28/12/2020,6.4,0.0, ,30.3,21.1,81,39,1.78,30.94
BRISBANE,29/12/2020,5.0,0.0, ,30.5,21.9,81,54,1.50,22.65
BRISBANE,30/12/2020,2.1,0.0, ,26.2,24.4,89,66,1.47,6.44
BRISBANE,31/12/2020,5.3,2.8, ,29.6,21.1,91,49,2.30,23.92
Totals:,,152.8,127.2, ,,,,,, 
