'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BRISBANE Queensland for April 2020,,,,,,,,,,
Issued at 22:30 GMT on Friday 01 May 2020,,,,,,,,,,
© Copyright Commonwealth of Australia 2020 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BRISBANE,01/04/2020,4.0,0.0, ,29.6,20.2,87,44,1.35,20.14
BRISBANE,02/04/2020,3.2,0.0, ,29.0,20.0,88,53,1.18,15.74
BRISBANE,03/04/2020,4.0,0.0, ,29.8,20.6,93,53,1.26,21.11
BRISBANE,04/04/2020,3.2,0.0, ,30.4,22.6,93,51,1.25,14.33
BRISBANE,05/04/2020,3.8,2.2, ,29.9,19.6,93,33,0.98,20.78
BRISBANE,06/04/2020,3.6, , ,29.1,17.2,84,35,1.07,19.51
BRISBANE,07/04/2020,3.7,0.0, ,28.9,18.7,81,35,1.54,17.75
BRISBANE,08/04/2020,3.2,0.0, ,26.9,20.0,80,49,1.95,13.51
BRISBANE,09/04/2020,3.3,0.0, ,26.7,20.1,77,50,1.74,15.06
BRISBANE,10/04/2020,2.6,0.0, ,25.8,18.9,90,63,1.13,13.42
BRISBANE,11/04/2020,4.2,0.0, ,31.4,18.6,94,20,1.70,19.32
BRISBANE,12/04/2020,3.9,0.0, ,28.1,15.3,70,23,1.60,19.75
BRISBANE,13/04/2020,3.3,0.0, ,27.0,14.8,85,40,1.09,19.09
BRISBANE,14/04/2020,3.3,0.0, ,27.6,16.1,87,41,1.12,18.97
BRISBANE,15/04/2020,3.0,0.0, ,27.4,16.7,90,47,1.07,16.13
BRISBANE,16/04/2020,3.3,0.0, ,28.5,16.5,89,47,1.16,18.66
BRISBANE,17/04/2020,3.4,0.0, ,33.6,16.2,94,31,0.81,18.40
BRISBANE,18/04/2020,1.7,0.0, ,28.3,21.0,86,36,0.54,6.41
BRISBANE,19/04/2020,2.3,0.8, ,25.3,17.0,91,51,0.64,12.76
BRISBANE,20/04/2020,3.0,0.2, ,28.9,14.1,89,22,0.81,18.55
BRISBANE,21/04/2020,3.1,0.0, ,28.8,15.4,84,38,0.84,18.42
BRISBANE,22/04/2020,3.4,0.0, ,32.3,18.4,86,30,0.91,18.27
BRISBANE,23/04/2020,2.9,0.0, ,28.7,17.2,91,45,0.94,15.89
BRISBANE,24/04/2020,2.9,0.0, ,29.4,16.9,89,44,0.76,16.99
BRISBANE,25/04/2020,3.1,0.0, ,28.7,17.2,91,36,1.10,17.84
BRISBANE,26/04/2020,3.0,0.0, ,28.3,16.0,90,43,1.02,17.72
BRISBANE,27/04/2020,2.9,0.0, ,28.5,16.7,87,42,0.91,17.01
BRISBANE,28/04/2020,2.5,0.0, ,26.0,19.1,89,55,1.54,12.38
BRISBANE,29/04/2020,2.7,1.8, ,27.7,18.0,92,51,0.97,15.53
BRISBANE,30/04/2020,3.3,0.2, ,29.5,16.8,91,46,1.77,16.32
Totals:,,95.8,5.2, ,,,,,, 
