'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BRISBANE Queensland for December 2021,,,,,,,,,,
Issued at 22:31 GMT on Saturday 01 January 2022,,,,,,,,,,
© Copyright Commonwealth of Australia 2021 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BRISBANE,01/12/2021,1.9,75.4, ,26.7,20.8,98,81,0.70,8.27
BRISBANE,02/12/2021,4.1,5.2, ,29.5,21.8,93,61,0.95,19.31
BRISBANE,03/12/2021,5.7,0.0, ,30.4,21.2,91,52,1.58,27.36
BRISBANE,04/12/2021,6.1,0.0, ,30.1,20.4,97,50,1.42,30.69
BRISBANE,05/12/2021,5.0, , ,27.9,18.9,91,51,2.11,23.84
BRISBANE,06/12/2021,4.5,0.2, ,28.1,18.6,82,53,1.73,20.84
BRISBANE,07/12/2021,4.1,0.0, ,28.4,20.2,88,60,1.30,19.42
BRISBANE,08/12/2021,3.1,0.0, ,29.3,21.7,93,58,0.87,13.45
BRISBANE,09/12/2021,6.3,0.8, ,32.0,19.6,95,46,1.65,30.40
BRISBANE,10/12/2021,5.9,17.8, ,31.5,20.0,95,32,1.56,27.22
BRISBANE,11/12/2021,6.0, , ,30.1,17.7,72,27,1.72,28.12
BRISBANE,12/12/2021,5.5,0.0, ,28.1,20.4,79,52,1.92,26.54
BRISBANE,13/12/2021,5.2,0.0, ,27.9,19.9,83,51,1.88,25.30
BRISBANE,14/12/2021,6.5,0.0, ,31.1,19.3,81,31,1.69,31.45
BRISBANE,15/12/2021,6.2,0.0, ,30.5,18.7,83,37,1.42,31.46
BRISBANE,16/12/2021,5.7,0.0, ,31.1,19.9,88,37,1.09,28.08
BRISBANE,17/12/2021,5.2,0.0, ,29.8,20.9,88,46,1.15,25.48
BRISBANE,18/12/2021,5.7,1.6, ,29.7,20.4,92,51,1.64,28.34
BRISBANE,19/12/2021,5.9,0.0, ,29.7,19.2,92,41,1.36,30.17
BRISBANE,20/12/2021,6.5,0.0, ,33.3,21.7,84,41,1.35,30.96
BRISBANE,21/12/2021,6.4,0.0, ,32.5,23.2,80,48,1.50,29.55
BRISBANE,22/12/2021,6.5,0.0, ,31.5,22.2,85,44,1.37,31.38
BRISBANE,23/12/2021,4.9,0.0, ,31.1,21.2,94,53,1.45,22.22
BRISBANE,24/12/2021,4.5,17.0, ,31.6,22.5,95,55,1.71,18.92
BRISBANE,25/12/2021,3.9,0.0, ,30.0,22.8,94,56,1.43,16.45
BRISBANE,26/12/2021,4.2,7.6, ,28.4,20.8,92,58,1.51,19.69
BRISBANE,27/12/2021,4.0,0.0, ,28.9,21.3,90,55,1.40,17.79
BRISBANE,28/12/2021,4.0,14.6, ,25.7,19.6,91,48,2.92,15.59
BRISBANE,29/12/2021,4.1,0.0, ,26.9,19.1,78,46,2.06,16.32
BRISBANE,30/12/2021,4.8,0.0, ,27.7,17.8,82,46,2.16,21.73
BRISBANE,31/12/2021,3.2,0.0, ,25.6,18.9,87,62,1.84,13.48
Totals:,,155.6,140.2, ,,,,,, 
