'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BRISBANE Queensland for April 2019,,,,,,,,,,
Issued at 22:31 GMT on Wednesday 01 May 2019,,,,,,,,,,
© Copyright Commonwealth of Australia 2019 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BRISBANE,01/04/2019,3.9,0.0, ,27.5,15.8,74,36,1.65,19.40
BRISBANE,02/04/2019,3.4,0.0, ,27.2,17.5,87,54,1.78,16.33
BRISBANE,03/04/2019,3.2,4.0, ,26.4,18.8,91,58,1.68,16.50
BRISBANE,04/04/2019,4.1,6.2, ,27.8,18.6,90,43,2.17,20.35
BRISBANE,05/04/2019,4.0,1.0, ,27.5,17.7,89,32,1.82,20.15
BRISBANE,06/04/2019,3.4,0.0, ,27.8,18.8,87,50,1.01,18.72
BRISBANE,07/04/2019,3.6,0.0, ,29.0,18.6,88,49,1.03,19.58
BRISBANE,08/04/2019,3.6,0.0, ,29.1,18.4,90,46,0.92,20.35
BRISBANE,09/04/2019,3.7,0.0, ,29.4,18.9,88,45,1.27,19.42
BRISBANE,10/04/2019,3.3,0.0, ,27.4,18.8,88,55,1.92,15.81
BRISBANE,11/04/2019,3.4,0.0, ,26.3,19.0,77,46,1.97,15.71
BRISBANE,12/04/2019,2.9,0.0, ,25.0,16.5,90,53,1.43,15.42
BRISBANE,13/04/2019,3.3,3.2, ,26.4,16.3,90,46,1.60,17.76
BRISBANE,14/04/2019,3.3,0.0, ,26.6,16.5,82,39,1.46,17.17
BRISBANE,15/04/2019,2.4,0.0, ,25.7,17.3,81,51,1.13,11.43
BRISBANE,16/04/2019,2.8,0.0, ,26.1,16.7,84,53,1.24,14.56
BRISBANE,17/04/2019,3.1,0.8, ,27.3,17.3,84,50,1.52,15.88
BRISBANE,18/04/2019,3.3,0.2, ,28.2,17.7,86,46,1.57,16.76
BRISBANE,19/04/2019,3.1,0.4, ,27.9,18.8,91,57,1.70,15.56
BRISBANE,20/04/2019,2.3,11.0, ,25.5,19.4,94,72,1.36,12.48
BRISBANE,21/04/2019,2.7,11.0, ,26.3,19.0,94,55,1.64,13.51
BRISBANE,22/04/2019,2.6,1.4, ,26.0,18.0,93,64,1.60,13.52
BRISBANE,23/04/2019,1.8,3.4, ,25.1,18.4,94,62,1.17,7.77
BRISBANE,24/04/2019,2.7,0.0, ,26.3,17.4,91,52,1.46,13.99
BRISBANE,25/04/2019,2.6,0.0, ,26.6,19.1,88,58,1.00,14.17
BRISBANE,26/04/2019,2.6,0.0, ,27.3,18.8,89,51,0.71,15.17
BRISBANE,27/04/2019,3.0,0.0, ,28.2,17.3,92,53,1.52,16.21
BRISBANE,28/04/2019,2.8,0.0, ,27.4,17.8,85,54,0.84,16.81
BRISBANE,29/04/2019,2.5,0.0, ,25.4,17.2,93,49,1.45,12.59
BRISBANE,30/04/2019,2.2,0.0, ,24.3,17.2,91,62,1.44,11.87
Totals:,,91.6,42.6, ,,,,,, 
