'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BRISBANE Queensland for May 2020,,,,,,,,,,
Issued at 22:30 GMT on Monday 01 June 2020,,,,,,,,,,
© Copyright Commonwealth of Australia 2020 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BRISBANE,01/05/2020,4.2,0.0, ,23.2,15.1,57,25,3.24,16.97
BRISBANE,02/05/2020,3.5,0.0, ,23.3,10.4,64,28,2.42,16.96
BRISBANE,03/05/2020,3.3,0.0, ,25.7,13.1,61,19,1.75,16.84
BRISBANE,04/05/2020,3.0,0.0, ,25.8,11.6,68,32,1.58,16.61
BRISBANE,05/05/2020,2.9,0.0, ,24.7,13.4,78,38,1.77,16.38
BRISBANE,06/05/2020,2.6,0.0, ,25.1,15.3,82,44,1.66,12.69
BRISBANE,07/05/2020,1.9,0.0, ,24.2,15.3,91,56,0.86,10.44
BRISBANE,08/05/2020,2.2,1.4, ,26.3,14.4,94,48,0.74,14.59
BRISBANE,09/05/2020,2.5,0.0, ,27.1,14.7,93,47,1.06,15.52
BRISBANE,10/05/2020,2.2,0.0, ,26.0,16.4,91,42,0.91,13.07
BRISBANE,11/05/2020,2.7,0.0, ,24.5,14.5,67,30,1.41,15.93
BRISBANE,12/05/2020,2.2,0.0, ,23.0,12.3,73,46,1.31,12.07
BRISBANE,13/05/2020,2.1,0.0, ,24.3,15.6,80,49,0.91,12.39
BRISBANE,14/05/2020,2.0,0.0, ,25.9,14.9,87,42,0.74,11.53
BRISBANE,15/05/2020,2.4,0.2, ,24.4,13.4,88,35,1.23,15.54
BRISBANE,16/05/2020,2.7,0.0, ,24.9,14.5,79,48,2.04,14.17
BRISBANE,17/05/2020,2.6,0.0, ,25.1,15.0,82,47,1.70,14.27
BRISBANE,18/05/2020,2.5,0.4, ,24.6,15.6,89,38,1.85,11.03
BRISBANE,19/05/2020,2.2,0.2, ,24.4,14.1,86,51,1.37,13.47
BRISBANE,20/05/2020,1.5,0.0, ,23.2,16.0,89,63,0.71,7.99
BRISBANE,21/05/2020,1.4,0.0, ,21.9,16.6,92,70,0.59,8.11
BRISBANE,22/05/2020,2.7,6.6, ,17.9,13.8,71,37,3.04,12.17
BRISBANE,23/05/2020,2.1,0.0, ,15.1,11.4,68,48,2.88,6.08
BRISBANE,24/05/2020,2.8,0.0, ,20.7,10.4,64,39,2.58,14.80
BRISBANE,25/05/2020,2.1,0.0, ,24.7,12.3,85,33,0.97,14.67
BRISBANE,26/05/2020,1.9,0.0, ,25.1,10.2,87,27,0.76,14.60
BRISBANE,27/05/2020,1.8,0.0, ,25.0,11.1,85,43,0.60,13.05
BRISBANE,28/05/2020,1.6,0.0, ,25.4,14.4,89,47,0.44,10.52
BRISBANE,29/05/2020,2.2,0.0, ,24.9,15.1,91,47,1.42,12.51
BRISBANE,30/05/2020,2.3,0.0, ,24.8,13.6,82,40,1.45,14.01
BRISBANE,31/05/2020,1.6,3.4, ,23.9,14.7,94,51,0.72,10.57
Totals:,,73.7,12.2, ,,,,,, 
