'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BRISBANE Queensland for January 2012,,,,,,,,,,
Issued at 22:33 GMT on Wednesday 01 February 2012,,,,,,,,,,
© Copyright Commonwealth of Australia 2012 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BRISBANE,01/01/2012,6.0,2.4, ,27.9,18.0,84,42,2.12,30.26
BRISBANE,02/01/2012,6.0,0.0, ,28.4,17.8,82,45,1.96,30.40
BRISBANE,03/01/2012,5.0,0.0, ,27.7,17.8,89,50,1.61,25.41
BRISBANE,04/01/2012,6.0,0.0, ,28.8,17.4,91,45,1.50,31.85
BRISBANE,05/01/2012,4.0,0.0, ,27.7,19.8,87,56,1.52,17.97
BRISBANE,06/01/2012,5.2,0.0, ,31.3,18.6,93,50,1.15,25.59
BRISBANE,07/01/2012,3.1,0.0, ,28.2,21.4,86,64,1.57,12.16
BRISBANE,08/01/2012,6.0,0.0, ,30.5,23.4,84,57,1.71,28.50
BRISBANE,09/01/2012,6.5,0.0, ,33.8,22.8,85,50,1.84,29.28
BRISBANE,10/01/2012,5.7,0.0, ,32.9,24.6,85,53,1.82,24.77
BRISBANE,11/01/2012,7.5,0.0, ,37.1,23.2,94,13,1.90,30.80
BRISBANE,12/01/2012,6.5,0.0, ,28.6,20.9,66,30,2.54,28.53
BRISBANE,13/01/2012,5.3,0.0, ,28.1,20.8,73,50,2.24,23.81
BRISBANE,14/01/2012,3.9,0.0, ,27.0,19.1,84,54,1.68,17.07
BRISBANE,15/01/2012,2.9,2.4, ,26.3,19.7,97,55,1.88,11.21
BRISBANE,16/01/2012,2.1,44.4, ,25.0,18.8,98,65,2.62,6.34
BRISBANE,17/01/2012,1.7,34.2, ,26.3,19.4,98,87,1.57,6.86
BRISBANE,18/01/2012,4.6,5.4, ,29.4,20.0,98,60,1.45,22.25
BRISBANE,19/01/2012,5.7,0.0, ,30.9,20.7,98,55,1.71,27.61
BRISBANE,20/01/2012,5.0,0.0, ,30.3,20.6,92,55,2.05,22.77
BRISBANE,21/01/2012,5.9,0.0, ,30.2,20.0,88,52,2.19,28.43
BRISBANE,22/01/2012,4.8,0.0, ,29.6,21.1,90,51,2.37,20.26
BRISBANE,23/01/2012,2.4,0.6, ,27.5,21.1,98,67,1.47,9.31
BRISBANE,24/01/2012,1.3,31.2, ,23.5,21.1,98,93,2.24,5.06
BRISBANE,25/01/2012,1.9,168.4, ,26.6,21.3,98,88,1.23,8.00
BRISBANE,26/01/2012,4.6,3.8, ,30.5,22.0,98,66,1.26,22.20
BRISBANE,27/01/2012,1.5,8.6, ,25.4,23.2,98,84,1.68,5.42
BRISBANE,28/01/2012,1.9,8.2, ,26.3,22.1,98,78,1.78,7.01
BRISBANE,29/01/2012,1.7,18.0, ,26.3,21.8,98,84,1.64,6.59
BRISBANE,30/01/2012, ,15.8, , ,22.3,100,69,1.92,15.44
BRISBANE,31/01/2012, ,0.0, , , ,100,55,1.07,16.01
Totals:,,124.7,343.4, ,,,,,, 
