'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BRISBANE Queensland for August 2016,,,,,,,,,,
Issued at 22:31 GMT on Thursday 01 September 2016,,,,,,,,,,
© Copyright Commonwealth of Australia 2016 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BRISBANE,01/08/2016,2.4,0.0, ,25.6,9.1,89,28,0.94,16.14
BRISBANE,02/08/2016,1.7,0.0, ,23.8,12.6,90,58,0.75,9.62
BRISBANE,03/08/2016, ,8.6, , ,13.8,94,47,3.61,16.08
BRISBANE,04/08/2016, , , ,20.8, ,86,47,2.86,11.26
BRISBANE,05/08/2016,2.5,0.2, ,20.9,11.6,79,42,1.82,14.25
BRISBANE,06/08/2016,2.3,0.0, ,22.4,10.9,90,49,1.36,14.13
BRISBANE,07/08/2016,2.4,0.0, ,22.4,10.8,93,36,1.15,15.90
BRISBANE,08/08/2016,2.3,0.0, ,22.8,12.6,91,39,1.03,15.01
BRISBANE,09/08/2016,2.3,0.0, ,23.3,10.1,92,37,0.94,16.00
BRISBANE,10/08/2016,2.5,0.0, ,24.4,11.2,91,43,1.06,16.88
BRISBANE,11/08/2016,2.5,0.0, ,26.4,11.8,95,41,0.89,15.59
BRISBANE,12/08/2016,2.4,5.0, ,22.7,13.4,94,52,1.16,15.35
BRISBANE,13/08/2016,2.5,0.0, ,23.7,11.6,95,27,0.97,16.42
BRISBANE,14/08/2016,2.8,0.0, ,23.6,10.0,82,34,1.42,17.21
BRISBANE,15/08/2016,2.6,0.2, ,22.7,12.0,85,50,1.98,13.74
BRISBANE,16/08/2016,2.8,0.2, ,22.9,11.5,84,39,1.59,16.50
BRISBANE,17/08/2016,2.5,0.0, ,22.7,10.7,90,46,1.27,15.29
BRISBANE,18/08/2016,1.9,1.0, ,21.4,11.8,92,58,0.94,11.71
BRISBANE,19/08/2016,2.6,0.4, ,23.3,11.4,96,40,1.15,16.27
BRISBANE,20/08/2016,2.5,0.0, ,25.3,12.5,93,43,1.08,13.81
BRISBANE,21/08/2016,2.7,4.4, ,22.9,9.1,92,34,1.11,18.52
BRISBANE,22/08/2016,2.8,0.2, ,24.5,11.4,93,48,1.44,16.64
BRISBANE,23/08/2016,2.8,0.0, ,26.3,16.6,92,52,1.22,15.00
BRISBANE,24/08/2016,1.2,1.0, ,21.8,19.4,93,84,1.03,4.90
BRISBANE,25/08/2016,3.6,9.6, ,20.8,14.2,92,39,3.48,19.08
BRISBANE,26/08/2016,2.8,0.0, ,21.0,9.1,78,37,1.55,16.30
BRISBANE,27/08/2016,3.3,0.0, ,21.8,10.2,66,27,1.62,19.34
BRISBANE,28/08/2016,3.0,0.0, ,23.7,9.6,92,29,1.15,19.45
BRISBANE,29/08/2016,3.0,0.0, ,23.7,11.0,94,41,1.20,19.11
BRISBANE,30/08/2016,2.9,0.0, ,23.3,12.5,94,45,1.30,17.80
BRISBANE,31/08/2016,2.3,0.0, ,23.7,11.9,89,52,0.96,12.95
Totals:,,73.9,30.8, ,,,,,, 
