'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BRISBANE Queensland for September 2010,,,,,,,,,,
Issued at 22:30 GMT on Friday 01 October 2010,,,,,,,,,,
© Copyright Commonwealth of Australia 2010 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BRISBANE,01/09/2010,3.3,0.0, ,24.8,12.1,92,36,1.50,18.73
BRISBANE,02/09/2010,3.5,0.0, ,28.4,11.8,94,35,0.96,21.20
BRISBANE,03/09/2010,3.6,0.0, ,27.1,15.2,90,49,1.76,19.17
BRISBANE,04/09/2010,3.4,0.0, ,25.7,18.5,90,60,2.26,17.80
BRISBANE,05/09/2010,1.6,3.4, ,23.6,19.6,95,79,0.87,7.17
BRISBANE,06/09/2010,3.2,26.8, ,25.1,17.3,94,41,0.79,18.99
BRISBANE,07/09/2010,3.5,0.0, ,25.4,11.9,89,28,0.96,22.68
BRISBANE,08/09/2010,3.1,0.0, ,23.8,11.6,90,52,1.46,18.25
BRISBANE,09/09/2010,3.4,0.0, ,25.4,14.1,90,51,1.60,18.97
BRISBANE,10/09/2010,2.2,0.0, ,24.1,18.7,84,64,1.87,8.32
BRISBANE,11/09/2010,4.0,3.2, ,25.3,12.2,84,21,1.32,23.84
BRISBANE,12/09/2010,3.3,0.0, ,23.6,12.5,86,47,1.30,20.15
BRISBANE,13/09/2010,3.6,0.0, ,25.9,16.2,84,46,1.30,20.42
BRISBANE,14/09/2010,2.8,0.0, ,25.1,16.1,92,60,1.05,14.90
BRISBANE,15/09/2010,3.6,0.4, ,26.1,17.9,82,29,3.76,4.37
BRISBANE,16/09/2010,3.4,0.0, ,23.9,13.4,70,31,2.13,12.52
BRISBANE,17/09/2010, ,0.0, ,21.9,15.7,54,31,1.67, 
BRISBANE,18/09/2010,3.5,0.0, ,24.1,13.0,63,27,1.52,16.39
BRISBANE,19/09/2010,2.3,0.0, ,21.0,16.0,89,40,1.12,10.02
BRISBANE,20/09/2010,1.5,8.6, ,19.7,13.1,93,82,0.95,7.38
BRISBANE,21/09/2010,2.4,22.4, ,24.4,15.0,95,71,1.19,12.64
BRISBANE,22/09/2010,2.5,0.0, ,24.0,17.2,90,58,1.17,12.20
BRISBANE,23/09/2010,3.1,0.0, ,25.1,15.1,93,52,1.14,16.61
BRISBANE,24/09/2010,3.0,0.2, ,25.5,17.2,88,53,1.18,15.18
BRISBANE,25/09/2010,2.2,1.2, ,23.0,18.4,89,68,0.82,10.94
BRISBANE,26/09/2010,3.2,5.4, ,26.6,13.9,96,54,0.64,18.42
BRISBANE,27/09/2010,3.7,0.2, ,27.8,16.4,95,57,1.32,20.00
BRISBANE,28/09/2010,2.9,0.0, ,27.3,20.4,93,59,0.93,14.22
BRISBANE,29/09/2010,3.9,31.4, ,28.1,18.2,94,51,1.48,19.71
BRISBANE,30/09/2010,3.2,0.4, ,21.9,16.5,80,53,2.10,15.32
Totals:,,88.9,103.6, ,,,,,, 
