'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BRISBANE Queensland for March 2016,,,,,,,,,,
Issued at 22:30 GMT on Friday 01 April 2016,,,,,,,,,,
© Copyright Commonwealth of Australia 2016 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BRISBANE,01/03/2016,3.3,0.4, ,30.5,22.1,92,63,1.70,13.54
BRISBANE,02/03/2016,4.0,20.8, ,29.8,21.2,91,60,1.75,18.09
BRISBANE,03/03/2016,4.6,6.6, ,30.3,21.8,93,51,2.04,20.61
BRISBANE,04/03/2016,4.1,0.4, ,29.9,20.7,90,44,1.58,18.27
BRISBANE,05/03/2016,3.2,0.0, ,28.6,20.5,88,57,1.57,13.13
BRISBANE,06/03/2016,4.2,1.8, ,30.5,19.6,91,46,1.77,18.42
BRISBANE,07/03/2016,3.9,3.2, ,30.4,20.9,94,49,1.76,16.50
BRISBANE,08/03/2016,3.5,1.2, ,30.1,21.4,89,57,1.56,14.94
BRISBANE,09/03/2016,3.2,6.2, ,27.2,22.1,94,70,1.37,15.77
BRISBANE,10/03/2016,4.1,6.8, ,30.9,20.4,92,56,1.69,19.05
BRISBANE,11/03/2016,2.6,4.4, ,28.2,22.4,93,66,1.19,11.39
BRISBANE,12/03/2016,4.8,0.0, ,30.8,21.4,91,45,1.96,21.97
BRISBANE,13/03/2016,2.9,7.0, ,28.0,22.1,93,70,1.45,13.34
BRISBANE,14/03/2016,4.0,16.4, ,30.0,21.6,95,53,1.43,18.66
BRISBANE,15/03/2016,4.6,0.0, ,31.4,20.5,89,48,2.02,20.40
BRISBANE,16/03/2016,3.8,1.4, ,30.3,21.4,91,57,2.23,15.88
BRISBANE,17/03/2016,3.9,0.2, ,29.3,21.9,84,52,1.99,16.44
BRISBANE,18/03/2016,4.5,0.0, ,30.9,21.3,92,53,1.64,21.67
BRISBANE,19/03/2016,4.3,6.8, ,33.5,22.0,93,49,1.65,18.63
BRISBANE,20/03/2016,3.5,0.2, ,29.7,21.2,80,53,2.02,12.96
BRISBANE,21/03/2016,3.6,0.0, ,28.9,21.2,81,54,2.18,14.12
BRISBANE,22/03/2016,3.7,0.0, ,28.8,19.0,84,48,1.63,16.72
BRISBANE,23/03/2016,4.1,0.4, ,29.4,19.0,91,45,1.25,21.11
BRISBANE,24/03/2016,3.8,2.8, ,30.1,19.9,89,47,1.18,18.41
BRISBANE,25/03/2016,4.1,0.0, ,30.4,19.2,90,43,1.18,20.56
BRISBANE,26/03/2016,4.2,0.0, ,30.8,19.4,90,45,1.20,21.43
BRISBANE,27/03/2016,2.1,3.4, ,25.7,19.9,90,69,1.00,9.45
BRISBANE,28/03/2016,3.2,0.4, ,28.9,19.5,94,58,1.22,15.79
BRISBANE,29/03/2016,4.2,0.2, ,30.7,19.3,92,49,1.30,21.68
BRISBANE,30/03/2016,3.5,0.0, ,31.9,19.5,94,43,0.75,17.94
BRISBANE,31/03/2016,4.1,26.4, ,31.9,20.0,94,39,1.21,19.91
Totals:,,117.6,117.4, ,,,,,, 
