'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BRISBANE Queensland for May 2011,,,,,,,,,,
Issued at 22:35 GMT on Wednesday 01 June 2011,,,,,,,,,,
© Copyright Commonwealth of Australia 2011 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BRISBANE,01/05/2011,3.1,0.2, ,27.1,14.7,91,37,1.05,19.42
BRISBANE,02/05/2011,2.9,0.0, ,27.6,14.1,92,38,0.82,19.00
BRISBANE,03/05/2011,2.1,0.0, ,25.7,15.6,94,54,0.86,12.26
BRISBANE,04/05/2011,2.7,19.6, ,25.3,14.8,93,47,1.00,17.84
BRISBANE,05/05/2011,2.7,0.2, ,25.6,14.2,87,43,1.28,16.83
BRISBANE,06/05/2011,2.7,0.0, ,24.9,14.3,86,41,0.87,18.61
BRISBANE,07/05/2011,2.7,0.0, ,25.0,12.3,90,37,0.88,18.76
BRISBANE,08/05/2011,2.2,0.0, ,24.2,12.4,92,51,0.77,15.23
BRISBANE,09/05/2011,1.2,5.6, ,18.9,16.2,94,79,0.71,6.60
BRISBANE,10/05/2011,2.7,3.8, ,22.5,13.2,93,41,1.69,17.41
BRISBANE,11/05/2011,2.8,0.0, ,21.5,10.3,90,31,1.62,18.39
BRISBANE,12/05/2011,3.2,0.0, ,21.7,11.8,65,36,2.35,18.06
BRISBANE,13/05/2011,2.5,0.0, ,22.9,7.9,84,33,1.12,18.04
BRISBANE,14/05/2011,2.4,0.0, ,23.0,8.2,94,30,0.90,18.09
BRISBANE,15/05/2011,2.6,0.0, ,23.2,11.5,64,32,1.23,17.66
BRISBANE,16/05/2011,2.1,0.0, ,23.7,10.5,94,48,0.79,16.28
BRISBANE,17/05/2011,2.4,0.4, ,24.9,11.2,92,43,1.10,16.80
BRISBANE,18/05/2011,2.3,0.2, ,23.8,12.1,85,48,1.41,14.63
BRISBANE,19/05/2011,2.0,0.2, ,22.5,14.5,92,66,1.30,13.14
BRISBANE,20/05/2011,2.2,4.2, ,24.1,14.2,91,57,1.14,15.75
BRISBANE,21/05/2011,1.9,0.4, ,23.2,14.1,92,65,1.06,13.01
BRISBANE,22/05/2011,2.0,10.8, ,24.5,17.0,94,58,0.75,13.78
BRISBANE,23/05/2011,1.5,0.0, ,23.3,15.7,97,64,0.54,9.79
BRISBANE,24/05/2011,2.7,11.4, ,22.6,14.1,93,41,2.31,15.78
BRISBANE,25/05/2011,2.8,0.0, ,19.4,11.7,73,45,3.00,16.42
BRISBANE,26/05/2011,2.3,0.0, ,22.2,11.0,83,40,1.39,16.42
BRISBANE,27/05/2011,2.0,0.0, ,23.7,9.6,92,39,0.72,16.33
BRISBANE,28/05/2011,1.9,0.0, ,22.8,10.4,89,50,1.06,14.56
BRISBANE,29/05/2011,1.9,0.0, ,23.1,14.4,87,57,1.11,13.21
BRISBANE,30/05/2011,2.0,12.0, ,22.7,14.4,93,49,0.89,15.10
BRISBANE,31/05/2011,1.8,0.2, ,19.9,10.4,93,52,1.12,14.62
Totals:,,72.3,69.2, ,,,,,, 
