'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BRISBANE Queensland for July 2011,,,,,,,,,,
Issued at 22:34 GMT on Monday 01 August 2011,,,,,,,,,,
© Copyright Commonwealth of Australia 2011 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BRISBANE,01/07/2011,1.9,0.2, ,21.6,11.4,88,48,1.38,12.49
BRISBANE,02/07/2011,1.8,0.0, ,22.1,11.3,90,46,1.13,12.94
BRISBANE,03/07/2011,1.6,0.0, ,20.9,12.3,90,54,0.92,11.37
BRISBANE,04/07/2011,1.9,0.0, ,23.5,10.6,95,38,0.95,14.85
BRISBANE,05/07/2011,2.8,0.0, ,22.3,11.1,94,24,2.45,15.08
BRISBANE,06/07/2011,2.9,0.0, ,21.4,7.2,73,25,2.50,15.39
BRISBANE,07/07/2011,2.4,0.0, ,20.9,7.4,73,29,1.94,15.27
BRISBANE,08/07/2011,1.8,0.0, ,20.8,6.5,79,32,0.98,15.50
BRISBANE,09/07/2011,3.2,0.0, ,20.0,9.0,53,25,2.89,16.00
BRISBANE,10/07/2011,2.8,0.0, ,19.2,6.8,64,28,2.44,16.04
BRISBANE,11/07/2011,2.7,0.0, ,21.9,10.0,74,24,1.96,15.90
BRISBANE,12/07/2011,1.8,0.0, ,21.6,6.7,92,36,0.74,15.74
BRISBANE,13/07/2011,1.8,0.0, ,23.5,5.6,94,20,0.70,15.31
BRISBANE,14/07/2011, ,0.0, , ,9.3,100,31,1.31,15.10
BRISBANE,15/07/2011, , , ,19.8, ,93,51,1.58,9.37
BRISBANE,16/07/2011,1.2,10.8, ,16.4,12.0,94,73,1.12,8.32
BRISBANE,17/07/2011,1.7,1.0, ,21.8,12.2,91,56,0.82,12.99
BRISBANE,18/07/2011,2.1,0.2, ,23.4,10.1,95,40,1.12,15.75
BRISBANE,19/07/2011,2.7,0.0, ,19.6,8.3,90,30,2.52,16.43
BRISBANE,20/07/2011,2.5,0.0, ,18.0,10.0,65,48,3.33,10.21
BRISBANE,21/07/2011,2.9,0.0, ,23.2,10.8,73,33,2.20,16.09
BRISBANE,22/07/2011,2.5,0.0, ,23.6,12.3,75,39,1.57,15.93
BRISBANE,23/07/2011,2.2,0.0, ,22.1,11.4,81,35,1.20,16.21
BRISBANE,24/07/2011,2.0,0.0, ,21.3,8.4,92,34,0.88,16.41
BRISBANE,25/07/2011,2.0,0.0, ,22.2,7.7,93,30,0.80,15.85
BRISBANE,26/07/2011,2.0,0.2, ,24.1,7.5,85,28,0.74,15.17
BRISBANE,27/07/2011,2.1,0.0, ,22.9,8.8,80,30,0.94,15.98
BRISBANE,28/07/2011,2.2,0.0, ,21.5,7.2,84,40,1.27,15.57
BRISBANE,29/07/2011,2.1,0.0, ,21.8,10.8,83,47,1.45,12.88
BRISBANE,30/07/2011,1.9,0.0, ,21.4,10.1,89,45,1.26,11.38
BRISBANE,31/07/2011,2.0,0.0, ,22.4,9.0,93,38,0.90,14.63
Totals:,,63.5,12.4, ,,,,,, 
