'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BRISBANE Queensland for June 2018,,,,,,,,,,
Issued at 22:31 GMT on Sunday 01 July 2018,,,,,,,,,,
© Copyright Commonwealth of Australia 2018 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BRISBANE,01/06/2018,2.1,0.0, ,22.6,10.2,83,33,1.22,14.33
BRISBANE,02/06/2018,2.3,0.0, ,23.5,8.4,83,25,1.48,14.28
BRISBANE,03/06/2018,2.1,0.0, ,25.4,12.0,82,41,1.18,13.94
BRISBANE,04/06/2018,2.0,0.0, ,24.0,11.7,85,44,1.24,13.36
BRISBANE,05/06/2018,2.0,0.0, ,22.6,11.5,89,46,1.29,13.53
BRISBANE,06/06/2018,2.0,0.0, ,23.1,11.8,89,48,1.62,11.66
BRISBANE,07/06/2018,1.5,8.6, ,20.6,13.9,93,62,1.27,9.52
BRISBANE,08/06/2018,1.7,9.4, ,22.4,13.8,90,61,1.16,11.09
BRISBANE,09/06/2018,1.5,0.2, ,23.7,15.6,91,53,0.53,10.81
BRISBANE,10/06/2018,1.8,0.8, ,23.6,15.6,91,47,0.85,12.26
BRISBANE,11/06/2018,1.8,0.0, ,23.3,12.4,88,41,0.96,13.38
BRISBANE,12/06/2018,1.7,0.0, ,22.9,9.3,90,48,0.90,13.20
BRISBANE,13/06/2018,1.6,0.0, ,25.2,10.5,95,47,0.64,11.95
BRISBANE,14/06/2018,1.6,0.8, ,23.8,14.0,94,45,0.88,10.36
BRISBANE,15/06/2018,2.2,0.0, ,23.7,11.7,89,27,1.47,13.67
BRISBANE,16/06/2018,1.9,0.0, ,23.2,6.9,80,26,1.02,13.84
BRISBANE,17/06/2018,2.7,0.0, ,20.5,8.7,83,22,2.59,13.85
BRISBANE,18/06/2018,2.9,0.0, ,18.5,9.8,52,33,3.10,13.85
BRISBANE,19/06/2018,2.5,0.0, ,20.2,8.5,67,25,2.08,13.85
BRISBANE,20/06/2018,2.0,0.0, ,22.4,8.7,70,42,1.45,13.44
BRISBANE,21/06/2018,1.8,0.0, ,22.2,10.4,84,46,1.27,12.51
BRISBANE,22/06/2018,2.0,0.0, ,22.7,10.7,84,40,1.33,13.71
BRISBANE,23/06/2018,1.8,0.0, ,23.1,9.1,90,36,1.03,13.48
BRISBANE,24/06/2018,1.8,0.0, ,23.4,8.6,84,28,0.85,13.87
BRISBANE,25/06/2018,1.9,0.0, ,21.6,10.3,78,49,1.55,11.23
BRISBANE,26/06/2018,1.9,0.8, ,22.0,13.4,87,49,1.65,11.08
BRISBANE,27/06/2018,1.0,1.0, ,16.9,14.1,94,75,0.79,6.05
BRISBANE,28/06/2018,1.4,7.4, ,22.0,13.8,95,66,0.68,9.64
BRISBANE,29/06/2018,1.6,0.0, ,23.7,12.4,99,59,0.73,12.66
BRISBANE,30/06/2018,1.7,0.2, ,24.6,12.9,95,48,0.68,12.17
Totals:,,56.8,29.2, ,,,,,, 
