'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BRISBANE Queensland for December 2016,,,,,,,,,,
Issued at 22:31 GMT on Sunday 01 January 2017,,,,,,,,,,
© Copyright Commonwealth of Australia 2016 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BRISBANE,01/12/2016,5.8,16.6, ,30.2,19.2,90,47,2.23,27.24
BRISBANE,02/12/2016,6.3,0.4, ,30.4,20.1,85,54,2.16,31.03
BRISBANE,03/12/2016,4.8,0.0, ,30.8,24.2,92,60,2.19,20.77
BRISBANE,04/12/2016,6.2,21.2, ,30.3,20.2,90,56,2.10,30.95
BRISBANE,05/12/2016,6.4,0.0, ,30.3,23.0,86,59,2.56,30.29
BRISBANE,06/12/2016, ,5.4, ,33.8,23.2,91,54,2.58, 
BRISBANE,07/12/2016,4.0,11.0, ,31.3,22.8,93,56,1.65,16.05
BRISBANE,08/12/2016,2.3,20.4, ,28.4,22.7,92,68,1.11,8.77
BRISBANE,09/12/2016,2.2,3.2, ,28.6,23.8,91,46,1.61,4.49
BRISBANE,10/12/2016,5.1,1.4, ,27.7,21.6,79,49,3.25,20.00
BRISBANE,11/12/2016,4.6,0.0, ,27.2,18.5,83,43,1.82,20.54
BRISBANE,12/12/2016,5.7,0.0, ,28.1,18.2,81,43,2.11,27.87
BRISBANE,13/12/2016,6.1,0.0, ,28.8,17.8,86,36,1.85,30.58
BRISBANE,14/12/2016,6.1,0.0, ,29.5,19.8,87,46,1.77,30.16
BRISBANE,15/12/2016,6.4,0.0, ,30.6,19.0,86,48,2.21,31.40
BRISBANE,16/12/2016,6.2,0.0, ,30.0,23.6,78,38,2.46,26.31
BRISBANE,17/12/2016,6.7,0.0, ,31.0,22.4,83,48,2.30,31.09
BRISBANE,18/12/2016,5.0,1.6, ,32.3,23.9,87,52,2.19,20.02
BRISBANE,19/12/2016,4.7,12.4, ,27.8,21.6,69,48,2.78,16.75
BRISBANE,20/12/2016,4.8,0.2, ,29.6,20.5,77,53,1.49,21.90
BRISBANE,21/12/2016,5.9,0.0, ,34.1,22.1,86,41,1.50,25.85
BRISBANE,22/12/2016,5.3,0.6, ,31.5,22.1,79,49,2.60,20.94
BRISBANE,23/12/2016,3.8,0.0, ,27.7,22.0,77,53,2.39,13.05
BRISBANE,24/12/2016,5.6,0.0, ,29.2,20.0,85,49,2.00,26.69
BRISBANE,25/12/2016,2.8,0.0, ,27.5,20.6,93,62,1.44,11.25
BRISBANE,26/12/2016,5.0,6.0, ,29.3,18.5,94,50,1.78,24.04
BRISBANE,27/12/2016,5.1,1.4, ,28.9,18.9,93,55,2.08,24.43
BRISBANE,28/12/2016,6.3,0.2, ,29.8,19.0,90,41,2.15,30.59
BRISBANE,29/12/2016,6.3,0.0, ,30.8,21.2,89,47,1.78,30.27
BRISBANE,30/12/2016,6.7,0.0, ,32.4,20.7,93,44,2.06,31.28
BRISBANE,31/12/2016,7.0,0.0, ,33.9,24.5,87,52,2.16,31.39
Totals:,,159.2,102, ,,,,,, 
