'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BRISBANE Queensland for June 2016,,,,,,,,,,
Issued at 22:30 GMT on Friday 01 July 2016,,,,,,,,,,
© Copyright Commonwealth of Australia 2016 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BRISBANE,01/06/2016,1.8,0.0, ,22.4,15.5,73,50,1.20,8.90
BRISBANE,02/06/2016,1.6,0.0, ,20.6,15.7,90,67,1.22,10.07
BRISBANE,03/06/2016,1.4,1.2, ,21.2,15.1,95,74,0.98,9.02
BRISBANE,04/06/2016,1.2,48.6, ,21.6,17.4,97,77,2.38,4.08
BRISBANE,05/06/2016,2.9,88.2, ,19.5,14.6,77,56,5.27,13.52
BRISBANE,06/06/2016,2.8,0.0, ,18.7,14.0,65,47,3.88,10.05
BRISBANE,07/06/2016,2.6,0.0, ,22.4,10.4,80,33,2.24,13.96
BRISBANE,08/06/2016,2.4,0.0, ,24.0,12.9,78,33,1.70,13.96
BRISBANE,09/06/2016,2.0,0.0, ,28.1,11.3,85,32,0.83,13.94
BRISBANE,10/06/2016,3.0,0.0, ,25.2,17.2,74,33,2.50,13.81
BRISBANE,11/06/2016,1.9,0.0, ,23.7,12.8,75,40,1.11,12.92
BRISBANE,12/06/2016,1.8,0.0, ,21.8,13.5,89,52,1.66,8.69
BRISBANE,13/06/2016,1.7,1.2, ,20.6,13.7,90,65,1.86,10.70
BRISBANE,14/06/2016,1.8,2.0, ,23.0,14.3,95,56,1.45,11.73
BRISBANE,15/06/2016,1.7,1.6, ,21.4,14.0,92,59,1.47,10.09
BRISBANE,16/06/2016,1.8,2.4, ,23.2,15.4,85,45,1.11,10.99
BRISBANE,17/06/2016,1.6,0.0, ,22.9,11.4,90,56,0.74,11.78
BRISBANE,18/06/2016,1.3,0.0, ,22.5,14.0,94,68,0.52,8.32
BRISBANE,19/06/2016,1.1,3.8, ,22.5,17.4,96,77,1.60,4.56
BRISBANE,20/06/2016,2.2,110.6, ,20.5,15.8,96,48,2.58,13.17
BRISBANE,21/06/2016,2.8,0.2, ,20.6,14.6,65,45,3.02,12.71
BRISBANE,22/06/2016,1.9,0.0, ,21.5,13.1,76,47,1.73,9.22
BRISBANE,23/06/2016,1.3,2.4, ,19.0,13.9,88,63,1.31,6.03
BRISBANE,24/06/2016,2.9,0.0, ,23.5,14.7,81,45,3.53,12.27
BRISBANE,25/06/2016,2.3,0.2, ,18.1,9.4,70,29,2.08,13.91
BRISBANE,26/06/2016,1.3,0.0, ,17.3,6.6,80,46,0.80,10.33
BRISBANE,27/06/2016,1.5,1.0, ,17.4,9.7,89,59,1.81,7.68
BRISBANE,28/06/2016,2.5,1.2, ,18.5,8.6,67,41,2.80,13.97
BRISBANE,29/06/2016,1.7,0.2, ,21.7,8.6,89,39,0.88,14.00
BRISBANE,30/06/2016,1.8,0.0, ,22.4,8.3,91,48,1.19,12.82
Totals:,,58.6,264.8, ,,,,,, 
