'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BRISBANE Queensland for August 2012,,,,,,,,,,
Issued at 22:38 GMT on Saturday 01 September 2012,,,,,,,,,,
© Copyright Commonwealth of Australia 2012 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BRISBANE,01/08/2012,2.2,0.0, ,21.1,7.8,94,32,1.13,15.56
BRISBANE,02/08/2012,1.9,0.0, ,20.7,4.6,94,28,0.69,15.64
BRISBANE,03/08/2012,2.1,0.0, ,21.6,4.1,95,26,1.03,15.32
BRISBANE,04/08/2012,2.1,0.0, ,22.5,5.4,87,27,0.79,15.89
BRISBANE,05/08/2012,2.5,0.0, ,23.6,5.9,87,23,1.22,16.03
BRISBANE,06/08/2012,2.6,0.0, ,25.1,7.1,81,20,1.14,16.07
BRISBANE,07/08/2012,2.1,0.0, ,23.2,7.9,84,24,0.63,16.22
BRISBANE,08/08/2012,2.5, , ,23.7,6.7,86,16,1.09,16.35
BRISBANE,09/08/2012,2.9,0.0, ,25.5,7.3,81,20,1.51,14.95
BRISBANE,10/08/2012,3.7,0.0, ,19.3,10.5,54,21,3.17,16.56
BRISBANE,11/08/2012,2.7,0.0, ,21.9,9.7,70,28,1.48,16.61
BRISBANE,12/08/2012,2.3,0.0, ,22.1,9.0,81,38,1.26,13.40
BRISBANE,13/08/2012,2.4,0.0, ,21.7,10.0,92,42,1.30,15.37
BRISBANE,14/08/2012,2.5,0.0, ,23.3,8.1,94,27,0.97,17.15
BRISBANE,15/08/2012,2.6,0.0, ,24.8,7.8,90,24,0.96,17.32
BRISBANE,16/08/2012, ,0.0, , ,8.5,93,41,0.88,17.55
BRISBANE,17/08/2012, , , ,26.6, ,98,43,1.09,15.82
BRISBANE,18/08/2012,3.4,0.0, ,21.6,12.5,82,20,2.29,17.70
BRISBANE,19/08/2012,2.4,0.0, ,20.4,7.3,76,27,0.99,16.47
BRISBANE,20/08/2012,2.7,0.0, ,22.6,11.4,91,37,1.07,17.90
BRISBANE,21/08/2012,2.2,0.0, ,22.3,10.5,93,47,0.94,12.97
BRISBANE,22/08/2012,2.4,0.0, ,24.1,11.4,95,53,0.88,15.54
BRISBANE,23/08/2012,2.7,0.0, ,26.1,12.8,98,55,1.21,15.77
BRISBANE,24/08/2012,2.7,0.0, ,27.6,17.9,94,50,1.23,13.82
BRISBANE,25/08/2012,2.9,0.0, ,25.6,11.7,83,18,0.85,18.75
BRISBANE,26/08/2012,3.1,0.0, ,25.8,9.5,83,24,1.06,18.83
BRISBANE,27/08/2012,2.9,0.0, ,22.6,13.2,79,40,1.78,14.60
BRISBANE,28/08/2012,2.7,0.0, ,22.4,10.6,90,44,1.17,17.00
BRISBANE,29/08/2012,2.8,0.0, ,22.9,10.4,92,50,1.20,18.27
BRISBANE,30/08/2012,3.2,0.0, ,25.6,11.3,96,49,1.31,19.64
BRISBANE,31/08/2012,2.4,0.2, ,22.2,15.8,93,29,1.50,8.76
Totals:,,75.6,0.2, ,,,,,, 
