'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BRISBANE Queensland for May 2018,,,,,,,,,,
Issued at 22:31 GMT on Friday 01 June 2018,,,,,,,,,,
© Copyright Commonwealth of Australia 2018 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BRISBANE,01/05/2018,3.0,0.0, ,25.3,15.1,79,45,1.87,15.58
BRISBANE,02/05/2018,2.6,0.0, ,26.0,17.2,86,48,1.28,14.02
BRISBANE,03/05/2018,2.5,0.0, ,26.7,16.0,88,52,0.96,14.53
BRISBANE,04/05/2018,2.7,0.0, ,27.6,16.5,91,50,0.97,16.71
BRISBANE,05/05/2018,3.1,0.0, ,27.2,18.3,92,49,1.93,16.46
BRISBANE,06/05/2018,3.2,0.0, ,25.8,15.7,82,41,2.22,16.32
BRISBANE,07/05/2018,2.1,0.0, ,24.2,16.7,92,62,1.49,11.02
BRISBANE,08/05/2018,1.5,8.2, ,22.5,18.5,94,80,0.97,8.56
BRISBANE,09/05/2018,2.7,9.2, ,27.2,17.9,93,43,1.07,16.24
BRISBANE,10/05/2018,2.6,0.0, ,27.9,14.3,96,30,1.02,15.83
BRISBANE,11/05/2018,3.7,0.0, ,22.9,14.9,72,21,2.94,16.02
BRISBANE,12/05/2018,3.8,0.0, ,22.3,12.3,50,31,3.36,15.91
BRISBANE,13/05/2018,2.4,0.0, ,24.4,10.7,86,33,1.12,15.81
BRISBANE,14/05/2018,2.4,0.0, ,25.0,11.2,88,39,1.12,15.50
BRISBANE,15/05/2018,2.4,0.0, ,25.1,13.4,84,29,1.04,15.61
BRISBANE,16/05/2018,2.5,0.0, ,24.4,11.5,83,36,1.44,15.52
BRISBANE,17/05/2018,2.2,0.0, ,23.6,12.8,83,53,1.43,12.91
BRISBANE,18/05/2018,2.1,0.0, ,25.4,13.3,92,34,0.75,15.01
BRISBANE,19/05/2018,2.2,0.0, ,25.3,11.5,94,35,0.88,15.25
BRISBANE,20/05/2018,2.5,0.0, ,25.3,11.6,92,27,1.38,15.17
BRISBANE,21/05/2018, ,0.0, , ,9.7, , , ,15.09
BRISBANE,22/05/2018, , , ,25.5, ,91,26,1.16,15.01
BRISBANE,23/05/2018,2.4,0.0, ,25.0,11.3,86,42,1.44,14.78
BRISBANE,24/05/2018,2.0,0.0, ,24.2,13.1,88,47,0.94,13.40
BRISBANE,25/05/2018,2.2,0.0, ,24.6,14.2,86,50,1.66,12.11
BRISBANE,26/05/2018,2.1,0.0, ,23.8,15.1,93,48,1.55,12.25
BRISBANE,27/05/2018,1.9,3.4, ,23.1,14.3,91,51,1.28,10.47
BRISBANE,28/05/2018,1.8,1.6, ,22.7,14.8,93,61,1.47,10.92
BRISBANE,29/05/2018,1.7,4.2, ,23.5,16.2,94,60,0.85,11.57
BRISBANE,30/05/2018,2.2,0.2, ,26.1,13.4,97,34,1.20,13.91
BRISBANE,31/05/2018,2.6,0.0, ,22.0,8.3,66,22,1.79,14.41
Totals:,,71.1,26.8, ,,,,,, 
