'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BRISBANE Queensland for April 2012,,,,,,,,,,
Issued at 22:38 GMT on Tuesday 01 May 2012,,,,,,,,,,
© Copyright Commonwealth of Australia 2012 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BRISBANE,01/04/2012,3.5,0.2, ,28.7,17.6,90,49,1.36,17.75
BRISBANE,02/04/2012,4.0,0.0, ,30.3,18.0,83,42,1.38,20.47
BRISBANE,03/04/2012,4.2,0.0, ,30.5,18.3,94,38,1.57,21.29
BRISBANE,04/04/2012,3.7,0.0, ,28.8,17.7,88,45,1.48,19.11
BRISBANE,05/04/2012,3.7,0.0, ,28.4,17.9,92,40,1.57,18.78
BRISBANE,06/04/2012,3.2,0.0, ,27.4,17.7,88,49,1.23,17.01
BRISBANE,07/04/2012,3.6,0.0, ,29.3,16.1,93,45,1.04,20.29
BRISBANE,08/04/2012,3.0,0.0, ,27.3,17.5,98,60,1.20,15.97
BRISBANE,09/04/2012,3.6,0.0, ,30.5,17.0,98,41,0.97,19.67
BRISBANE,10/04/2012,3.9,0.0, ,28.4,18.5,91,42,1.98,18.80
BRISBANE,11/04/2012,3.3,0.0, ,24.4,15.1,76,48,2.02,16.38
BRISBANE,12/04/2012,3.3,0.0, ,24.9,14.9,82,45,1.89,17.37
BRISBANE,13/04/2012,3.1,3.4, ,25.8,16.1,98,48,1.59,16.53
BRISBANE,14/04/2012,2.3,2.4, ,25.2,17.2,98,65,1.07,12.06
BRISBANE,15/04/2012,2.1,12.4, ,23.9,18.3,98,79,0.82,11.80
BRISBANE,16/04/2012,2.2,7.6, ,25.3,18.6,98,70,0.97,11.78
BRISBANE,17/04/2012,2.4,7.2, ,25.4,18.4,98,59,1.02,12.62
BRISBANE,18/04/2012,2.7,0.0, ,26.6,17.7,96,62,1.41,14.54
BRISBANE,19/04/2012,2.9,0.2, ,27.9,18.0,98,54,1.02,16.62
BRISBANE,20/04/2012,2.5,0.2, ,27.2,18.6,98,63,1.22,12.95
BRISBANE,21/04/2012,3.2,0.0, ,29.9,18.1,97,45,1.02,17.99
BRISBANE,22/04/2012,2.8,0.2, ,28.6,18.2,98,53,0.92,15.14
BRISBANE,23/04/2012,2.6,0.0, ,27.6,18.2,98,64,0.78,15.03
BRISBANE,24/04/2012,1.5,0.0, ,25.8,20.4,98,70,1.06,6.21
BRISBANE,25/04/2012,2.5,0.2, ,22.8,19.3,82,32,1.84,8.38
BRISBANE,26/04/2012,2.8,0.0, ,24.4,11.6,84,30,1.03,18.38
BRISBANE,27/04/2012,1.1,0.2, ,20.4,13.9,98,72,1.05,3.44
BRISBANE,28/04/2012,0.8,38.4, ,21.2,16.1,98,98,1.06,3.28
BRISBANE,29/04/2012,1.8,76.4, ,23.8,17.1,98,69,1.27,9.00
BRISBANE,30/04/2012,2.9,0.0, ,24.6,16.9,89,53,2.02,16.38
Totals:,,85.2,149, ,,,,,, 
