'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BRISBANE Queensland for March 2015,,,,,,,,,,
Issued at 22:30 GMT on Wednesday 01 April 2015,,,,,,,,,,
© Copyright Commonwealth of Australia 2015 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BRISBANE,01/03/2015,5.2,0.0, ,31.3,21.8,91,53,1.37,25.35
BRISBANE,02/03/2015,4.7,0.0, ,31.6,23.0,86,53,2.03,20.13
BRISBANE,03/03/2015,5.3,0.0, ,30.6,21.1,88,46,1.56,25.95
BRISBANE,04/03/2015,5.0,0.0, ,30.5,19.9,92,50,1.31,25.38
BRISBANE,05/03/2015,5.7,0.0, ,36.1,21.5,89,39,1.61,24.93
BRISBANE,06/03/2015,4.4,0.0, ,28.6,23.1,76,54,2.28,18.11
BRISBANE,07/03/2015,4.8,0.0, ,30.2,20.6,89,55,1.69,23.51
BRISBANE,08/03/2015,5.1,0.0, ,30.9,21.0,88,51,1.64,25.00
BRISBANE,09/03/2015,4.9,0.0, ,31.6,22.8,86,51,1.60,22.54
BRISBANE,10/03/2015,4.7,0.0, ,30.6,23.6,89,55,1.90,21.89
BRISBANE,11/03/2015,3.9,0.0, ,30.1,21.3,89,53,1.67,17.28
BRISBANE,12/03/2015,4.5,0.0, ,29.9,20.9,86,46,1.58,21.63
BRISBANE,13/03/2015,4.7,0.0, ,29.5,19.9,88,50,2.17,22.00
BRISBANE,14/03/2015,4.7,0.0, ,28.8,19.9,77,45,2.25,21.22
BRISBANE,15/03/2015,4.8,0.0, ,32.3,17.8,84,30,1.74,20.94
BRISBANE,16/03/2015,4.6,0.0, ,28.5,19.0,74,46,1.99,21.78
BRISBANE,17/03/2015,3.9,0.0, ,28.8,21.1,71,45,1.42,17.73
BRISBANE,18/03/2015,3.1,0.0, ,28.9,21.8,91,52,1.47,12.66
BRISBANE,19/03/2015,5.0,7.6, ,33.5,19.8,86,42,1.58,23.47
BRISBANE,20/03/2015,4.5,0.0, ,32.4,23.9,90,60,1.47,20.73
BRISBANE,21/03/2015,1.7,0.2, ,30.3,24.7,98,64,1.56,4.34
BRISBANE,22/03/2015,1.8,68.0, ,26.3,20.6,96,77,0.75,7.64
BRISBANE,23/03/2015,3.5,81.8, ,28.3,20.1,96,57,1.29,17.71
BRISBANE,24/03/2015,4.0,0.0, ,30.5,20.0,95,53,1.26,20.33
BRISBANE,25/03/2015,4.5,0.0, ,31.7,22.7,93,57,1.46,21.68
BRISBANE,26/03/2015,3.7,3.8, ,30.7,23.4,94,61,1.38,17.18
BRISBANE,27/03/2015,3.8,0.0, ,31.1,22.5,92,56,1.30,17.89
BRISBANE,28/03/2015,3.5,0.0, ,28.5,22.3,85,47,1.60,15.02
BRISBANE,29/03/2015,3.9,0.0, ,28.5,19.9,89,53,1.42,20.39
BRISBANE,30/03/2015,3.0,0.0, ,28.1,19.9,85,51,1.12,13.84
BRISBANE,31/03/2015,2.4,0.0, ,26.1,19.8,85,62,1.27,10.29
Totals:,,129.3,161.4, ,,,,,, 
