'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BRISBANE Queensland for October 2013,,,,,,,,,,
Issued at 22:31 GMT on Friday 01 November 2013,,,,,,,,,,
© Copyright Commonwealth of Australia 2013 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BRISBANE,01/10/2013,5.8,0.0, ,30.8,18.4,95,43,1.94,28.93
BRISBANE,02/10/2013,5.7,1.2, ,29.7,18.0,86,37,1.57,29.26
BRISBANE,03/10/2013,6.4,0.0, ,32.6,17.1,88,16,2.50,27.56
BRISBANE,04/10/2013,5.7,0.0, ,24.9,12.8,73,23,1.79,31.46
BRISBANE,05/10/2013,5.8,0.0, ,29.4,12.7,80,21,1.41,31.05
BRISBANE,06/10/2013,6.1,0.0, ,31.6,13.4,84,32,1.36,31.60
BRISBANE,07/10/2013,6.4,0.0, ,34.7,15.2,97,25,1.64,30.29
BRISBANE,08/10/2013,6.3,0.0, ,31.0,18.2,82,22,1.76,30.33
BRISBANE,09/10/2013,5.0,0.0, ,26.2,15.1,75,43,1.61,27.91
BRISBANE,10/10/2013,6.0,0.0, ,28.3,14.3,91,41,1.95,32.03
BRISBANE,11/10/2013,6.7,0.0, ,31.7,16.3,80,31,2.18,31.50
BRISBANE,12/10/2013,4.8,0.0, ,28.0,20.7,82,58,2.54,23.00
BRISBANE,13/10/2013,6.4,0.0, ,30.9,18.7,80,39,2.12,30.98
BRISBANE,14/10/2013,7.2,0.0, ,29.0,20.9,79,14,2.58,32.38
BRISBANE,15/10/2013,5.7,0.0, ,27.0,13.8,90,32,1.43,31.95
BRISBANE,16/10/2013,5.4,0.0, ,26.6,16.0,89,45,1.99,29.42
BRISBANE,17/10/2013,6.2,0.0, ,27.8,15.8,82,44,2.36,32.48
BRISBANE,18/10/2013,2.7,0.0, ,24.8,18.4,92,60,1.52,11.69
BRISBANE,19/10/2013,5.0,12.2, ,27.4,15.0,91,40,1.68,26.72
BRISBANE,20/10/2013,5.3,0.0, ,27.4,16.9,87,51,1.92,28.39
BRISBANE,21/10/2013,5.6,0.0, ,28.0,18.0,95,48,1.51,30.50
BRISBANE,22/10/2013,5.9,0.0, ,28.4,17.8,91,40,1.76,30.88
BRISBANE,23/10/2013,6.6,0.0, ,29.6,19.5,84,44,2.21,32.75
BRISBANE,24/10/2013,4.6,0.0, ,33.0,20.1,84,34,1.23,19.79
BRISBANE,25/10/2013,4.7,0.2, ,26.2,19.2,82,51,3.07,20.95
BRISBANE,26/10/2013,5.5,0.0, ,29.2,16.8,86,46,1.43,29.22
BRISBANE,27/10/2013,5.2,0.0, ,26.7,17.9,88,47,2.57,26.05
BRISBANE,28/10/2013,5.0,0.0, ,26.8,16.6,86,51,1.97,26.20
BRISBANE,29/10/2013,5.5,0.0, ,31.3,19.0,87,37,2.05,24.43
BRISBANE,30/10/2013,4.7,8.8, ,27.2,16.5,93,49,2.06,23.86
BRISBANE,31/10/2013,5.0,0.2, ,26.3,18.4,73,50,1.95,25.48
Totals:,,172.9,22.6, ,,,,,, 
