'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BRISBANE Queensland for January 2021,,,,,,,,,,
Issued at 22:31 GMT on Monday 01 February 2021,,,,,,,,,,
© Copyright Commonwealth of Australia 2021 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BRISBANE,01/01/2021,4.5,2.4, ,29.4,21.7,90,57,1.99,19.70
BRISBANE,02/01/2021,5.0,1.8, ,29.9,21.5,92,52,1.73,23.08
BRISBANE,03/01/2021,5.2,0.0, ,30.1,22.2,83,56,1.68,24.15
BRISBANE,04/01/2021,4.2,0.0, ,30.2,23.2,86,59,1.33,18.59
BRISBANE,05/01/2021,5.9,1.0, ,32.8,23.4,81,50,1.38,27.09
BRISBANE,06/01/2021,6.3,0.4, ,33.3,22.3,90,52,1.58,29.40
BRISBANE,07/01/2021,3.2,2.8, ,28.2,22.1,88,54,1.93,11.26
BRISBANE,08/01/2021,2.3,0.0, ,23.7,20.9,90,58,2.31,6.21
BRISBANE,09/01/2021,3.0,5.6, ,26.9,18.6,89,54,1.94,10.35
BRISBANE,10/01/2021,5.1,0.6, ,27.8,19.9,87,51,2.34,23.82
BRISBANE,11/01/2021,5.3,0.0, ,28.5,19.1,79,48,2.12,24.35
BRISBANE,12/01/2021,5.8,0.0, ,30.3,18.5,84,44,2.01,27.23
BRISBANE,13/01/2021,6.0,0.0, ,30.8,20.1,84,42,2.12,27.09
BRISBANE,14/01/2021,5.7,0.0, ,30.7,22.4,81,47,1.66,26.44
BRISBANE,15/01/2021,6.6,0.0, ,31.9,20.8,86,44,2.17,30.89
BRISBANE,16/01/2021,5.3, , ,35.3,23.8,90,39,1.84,20.18
BRISBANE,17/01/2021,4.8,31.6, ,29.5,22.8,78,38,1.69,19.80
BRISBANE,18/01/2021,4.3,0.0, ,30.1,23.8,93,57,1.62,18.74
BRISBANE,19/01/2021,5.3,35.4, ,32.1,19.5,92,44,1.62,24.15
BRISBANE,20/01/2021,4.2,0.0, ,27.6,22.4,82,55,2.38,17.27
BRISBANE,21/01/2021,4.0,0.0, ,27.4,20.7,78,52,1.85,16.90
BRISBANE,22/01/2021,5.3,0.0, ,29.2,18.9,81,41,1.20,26.96
BRISBANE,23/01/2021,5.7,0.0, ,29.3,20.3,81,44,1.57,27.78
BRISBANE,24/01/2021,5.6,0.0, ,30.1,18.9,84,36,1.50,26.98
BRISBANE,25/01/2021,4.3,4.4, ,28.9,21.5,91,55,1.09,20.39
BRISBANE,26/01/2021,5.9,0.0, ,30.6,19.4,88,47,1.35,29.76
BRISBANE,27/01/2021,5.8,0.2, ,31.4,21.7,90,54,1.56,28.27
BRISBANE,28/01/2021,6.0,0.4, ,30.6,23.0,88,44,2.47,26.41
BRISBANE,29/01/2021,5.6,0.0, ,30.4,23.3,75,45,2.32,23.33
BRISBANE,30/01/2021,5.7,0.0, ,30.2,21.3,87,48,1.90,27.31
BRISBANE,31/01/2021,4.9,0.0, ,30.4,23.0,87,53,1.74,22.03
Totals:,,156.8,86.6, ,,,,,, 
