'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BRISBANE Queensland for January 2011,,,,,,,,,,
Issued at 22:35 GMT on Tuesday 01 February 2011,,,,,,,,,,
© Copyright Commonwealth of Australia 2011 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BRISBANE,01/01/2011,3.1,0.4, ,28.4,21.7,92,76,1.59,13.54
BRISBANE,02/01/2011,5.9,3.0, ,29.6,22.7,93,62,1.50,29.40
BRISBANE,03/01/2011,4.8,0.0, ,32.1,22.9,91,55,1.25,21.38
BRISBANE,04/01/2011,5.5,0.0, ,30.7,22.2,87,51,1.71,25.61
BRISBANE,05/01/2011,4.2,0.0, ,29.3,21.7,93,59,1.17,19.40
BRISBANE,06/01/2011,1.9,41.8, ,24.8,20.5,94,81,0.94,7.96
BRISBANE,07/01/2011,2.9,35.6, ,26.8,19.3,95,65,1.70,12.20
BRISBANE,08/01/2011,3.4,11.6, ,27.3,21.1,91,64,1.67,14.79
BRISBANE,09/01/2011,3.1,12.2, ,27.8,22.0,94,75,2.37,13.09
BRISBANE,10/01/2011,2.5,110.8, ,27.1,22.5,94,81,3.31,9.78
BRISBANE,11/01/2011,1.1,15.4, ,28.6,23.8,94,87,3.01,1.50
BRISBANE,12/01/2011,5.5,40.0, ,29.6,21.9,95,65,2.80,26.58
BRISBANE,13/01/2011,5.3,0.4, ,28.4,22.1,91,53,2.26,25.23
BRISBANE,14/01/2011,5.3,0.0, ,28.9,19.4,94,51,1.97,25.77
BRISBANE,15/01/2011,4.4,0.4, ,28.8,20.2,90,51,1.27,20.63
BRISBANE,16/01/2011,5.3,0.0, ,29.7,19.5,89,50,1.77,25.27
BRISBANE,17/01/2011,6.7,0.0, ,33.5,19.5,88,48,1.59,32.33
BRISBANE,18/01/2011,6.2,0.0, ,34.9,23.2,90,46,1.61,27.52
BRISBANE,19/01/2011,4.8,3.4, ,31.2,23.4,93,63,1.96,21.19
BRISBANE,20/01/2011,4.8,36.2, ,29.8,20.6,93,59,1.92,22.38
BRISBANE,21/01/2011,5.2,4.4, ,28.5,20.7,93,51,2.38,24.06
BRISBANE,22/01/2011,6.3,0.0, ,29.4,18.9,85,43,2.47,30.57
BRISBANE,23/01/2011,6.3,0.0, ,29.8,18.8,81,43,2.08,30.71
BRISBANE,24/01/2011,6.2,0.0, ,29.4,19.1,86,43,1.42,32.21
BRISBANE,25/01/2011,6.3,0.0, ,30.4,20.2,83,54,1.72,31.70
BRISBANE,26/01/2011,6.2,0.0, ,30.5,21.5,85,52,1.51,31.27
BRISBANE,27/01/2011,6.1,0.0, ,31.0,20.6,90,49,1.35,30.92
BRISBANE,28/01/2011,6.0,0.0, ,31.4,21.9,87,51,2.09,27.74
BRISBANE,29/01/2011,6.4,0.2, ,29.7,23.1,80,43,3.69,26.30
BRISBANE,30/01/2011,4.7,0.0, ,30.0,20.8,87,50,2.05,20.20
BRISBANE,31/01/2011,5.7,0.0, ,31.1,21.1,91,50,1.67,27.53
Totals:,,152.1,315.8, ,,,,,, 
