'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BRISBANE Queensland for November 2011,,,,,,,,,,
Issued at 22:35 GMT on Thursday 01 December 2011,,,,,,,,,,
© Copyright Commonwealth of Australia 2011 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BRISBANE,01/11/2011,4.6,0.0, ,24.9,18.1,80,47,1.58,24.05
BRISBANE,02/11/2011,5.2,0.0, ,28.0,18.1,84,22,1.43,25.88
BRISBANE,03/11/2011,5.5,0.0, ,28.2,17.1,94,52,2.02,29.30
BRISBANE,04/11/2011,5.5,0.0, ,26.9,20.4,78,48,2.49,26.80
BRISBANE,05/11/2011,4.3,0.0, ,25.2,18.6,80,46,1.49,21.59
BRISBANE,06/11/2011,5.3,0.0, ,26.5,16.1,88,47,1.51,29.66
BRISBANE,07/11/2011,5.5,0.0, ,27.0,15.8,87,47,1.72,30.34
BRISBANE,08/11/2011,5.9,0.0, ,27.6,18.0,84,46,1.89,31.18
BRISBANE,09/11/2011,5.9,0.0, ,28.4,18.0,86,51,1.78,31.13
BRISBANE,10/11/2011,6.2,0.0, ,29.9,18.1,89,37,1.85,31.04
BRISBANE,11/11/2011,5.6,0.0, ,29.3,21.6,83,54,1.96,26.93
BRISBANE,12/11/2011,6.1,0.0, ,28.2,21.4,84,40,1.91,30.24
BRISBANE,13/11/2011,5.9,0.0, ,28.5,20.5,80,50,2.06,29.56
BRISBANE,14/11/2011,6.6,0.0, ,29.9,22.1,77,45,2.42,30.89
BRISBANE,15/11/2011,6.4,0.0, ,32.4,19.4,87,43,1.58,31.57
BRISBANE,16/11/2011,6.7,0.0, ,30.4,21.9,86,42,2.31,31.65
BRISBANE,17/11/2011,5.5,0.0, ,28.9,21.8,84,48,1.65,26.66
BRISBANE,18/11/2011,5.3,0.0, ,28.5,20.8,82,48,1.24,26.93
BRISBANE,19/11/2011,6.0,0.0, ,28.6,18.7,88,44,1.54,31.23
BRISBANE,20/11/2011,6.2,0.0, ,29.6,19.0,84,45,1.93,31.34
BRISBANE,21/11/2011,6.4,0.0, ,29.9,19.5,89,36,1.83,31.81
BRISBANE,22/11/2011,5.9,0.0, ,29.0,19.7,78,53,2.44,28.34
BRISBANE,23/11/2011,5.5,0.0, ,30.9,22.4,82,49,1.95,24.65
BRISBANE,24/11/2011,2.9,1.6, ,24.8,20.4,90,77,0.90,14.28
BRISBANE,25/11/2011,5.5,10.2, ,29.6,20.7,92,49,1.74,26.61
BRISBANE,26/11/2011,5.0,0.6, ,29.5,22.8,89,53,2.02,22.42
BRISBANE,27/11/2011,6.5,3.2, ,33.9,20.9,100,27,1.22,31.19
BRISBANE,28/11/2011,6.3,0.0, ,31.6,21.5,100,69,1.84,31.75
BRISBANE,29/11/2011,6.4, , ,29.8,21.5,96,48,2.18,31.65
BRISBANE,30/11/2011,5.2,0.0, ,29.0,20.8,91,57,1.64,25.78
Totals:,,169.8,15.6, ,,,,,, 
