'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BRISBANE Queensland for August 2013,,,,,,,,,,
Issued at 22:31 GMT on Sunday 01 September 2013,,,,,,,,,,
© Copyright Commonwealth of Australia 2013 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BRISBANE,01/08/2013,2.0,0.0, ,22.7,12.4,95,55,1.10,13.74
BRISBANE,02/08/2013,2.6,0.0, ,24.3,11.4,96,48,0.99,18.66
BRISBANE,03/08/2013,3.2,0.0, ,24.1,11.6,93,22,1.48,19.71
BRISBANE,04/08/2013,2.7,0.0, ,23.6,6.4,88,27,1.01,19.71
BRISBANE,05/08/2013,2.8,0.0, ,23.9,8.9,81,30,0.96,19.67
BRISBANE,06/08/2013,2.8,0.0, ,24.8,8.5,91,28,0.97,19.81
BRISBANE,07/08/2013,2.7,0.0, ,25.9,9.2,92,27,0.65,19.97
BRISBANE,08/08/2013,3.7,0.0, ,22.6,9.1,96,20,2.34,20.82
BRISBANE,09/08/2013, ,0.0, ,23.0,9.8,91,34,1.53, 
BRISBANE,10/08/2013,2.9,0.0, ,26.5,8.8,92,28,0.78,20.12
BRISBANE,11/08/2013,2.9,0.0, ,26.9,10.8,85,29,0.87,19.77
BRISBANE,12/08/2013,3.3,0.0, ,28.2,10.6,92,30,1.14,20.31
BRISBANE,13/08/2013,3.3,0.0, ,28.0,13.1,95,32,0.95,20.63
BRISBANE,14/08/2013,2.5,0.0, ,25.1,13.2,93,65,1.20,16.57
BRISBANE,15/08/2013,3.8,0.2, ,25.7,13.4,95,18,1.69,21.63
BRISBANE,16/08/2013,2.6,0.0, ,21.8,10.2,87,44,1.33,18.16
BRISBANE,17/08/2013,2.9,0.0, ,24.4,11.5,90,47,1.24,19.19
BRISBANE,18/08/2013,3.3,0.0, ,26.5,14.1,97,29,0.87,21.35
BRISBANE,19/08/2013,3.7,0.0, ,26.1,13.0,93,22,1.26,22.24
BRISBANE,20/08/2013,4.0,0.0, ,21.4,10.7,65,19,2.12,22.52
BRISBANE,21/08/2013,3.5,0.0, ,20.8,7.7,53,18,1.40,23.21
BRISBANE,22/08/2013,3.4,0.0, ,21.9,6.8,67,18,1.21,23.20
BRISBANE,23/08/2013,3.8,0.0, ,23.9,6.0,77,20,1.54,23.11
BRISBANE,24/08/2013,3.6,0.0, ,25.7,9.0,83,28,1.20,22.95
BRISBANE,25/08/2013,3.2,0.0, ,24.5,11.0,87,48,1.09,21.53
BRISBANE,26/08/2013,3.1,0.0, ,25.0,12.6,94,46,1.03,20.68
BRISBANE,27/08/2013,3.4,0.0, ,25.8,12.1,97,42,1.10,21.81
BRISBANE,28/08/2013,3.6,0.0, ,28.5,11.2,96,26,0.65,23.32
BRISBANE,29/08/2013,3.2,0.0, ,25.9,13.4,91,46,1.02,20.63
BRISBANE,30/08/2013,3.8,0.0, ,25.4,13.1,94,41,1.37,23.14
BRISBANE,31/08/2013,3.8,0.0, ,26.8,14.2,96,49,1.17,23.18
Totals:,,96.1,0.2, ,,,,,, 
