'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BRISBANE Queensland for February 2013,,,,,,,,,,
Issued at 22:38 GMT on Friday 01 March 2013,,,,,,,,,,
© Copyright Commonwealth of Australia 2013 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BRISBANE,01/02/2013,4.9,1.0, ,30.2,22.1,94,57,1.86,22.67
BRISBANE,02/02/2013,6.5,2.2, ,31.0,20.6,93,29,2.45,29.04
BRISBANE,03/02/2013,5.6,0.0, ,29.2,19.4,69,43,1.60,27.35
BRISBANE,04/02/2013,4.2,0.0, ,29.0,19.0,71,44,2.00,15.94
BRISBANE,05/02/2013,4.3,0.0, ,27.9,19.5,94,49,2.10,19.59
BRISBANE,06/02/2013,5.2,5.4, ,29.2,19.1,100,47,2.26,24.59
BRISBANE,07/02/2013,4.1,0.0, ,27.3,19.1,84,50,1.64,18.49
BRISBANE,08/02/2013,3.6,7.8, ,28.1,19.4,94,58,1.60,16.16
BRISBANE,09/02/2013,5.2,0.6, ,29.2,20.4,91,48,2.01,24.61
BRISBANE,10/02/2013,5.0,0.0, ,30.2,19.7,88,48,1.39,24.17
BRISBANE,11/02/2013,5.3,0.0, ,29.4,21.8,84,48,2.05,24.62
BRISBANE,12/02/2013,4.5,0.0, ,29.0,20.4,85,52,1.90,20.59
BRISBANE,13/02/2013,3.6,1.2, ,26.6,19.6,85,49,2.27,13.66
BRISBANE,14/02/2013,5.3,1.6, ,29.4,20.2,82,49,2.10,24.68
BRISBANE,15/02/2013,2.6,0.0, ,27.9,20.8,93,57,1.70,9.15
BRISBANE,16/02/2013,3.2,13.0, ,27.4,19.1,93,62,1.48,14.35
BRISBANE,17/02/2013,3.6,1.0, ,26.9,20.0,90,61,1.98,16.53
BRISBANE,18/02/2013,1.2,2.8, ,24.1,20.4,97,81,1.00,3.68
BRISBANE,19/02/2013,2.0,45.0, ,26.7,20.8,97,83,2.17,8.37
BRISBANE,20/02/2013,3.9,3.4, ,29.4,20.7,92,59,1.95,17.30
BRISBANE,21/02/2013,4.0,0.2, ,28.1,22.0,86,59,2.10,17.65
BRISBANE,22/02/2013,4.7,2.2, ,29.5,21.5,81,46,3.06,17.28
BRISBANE,23/02/2013,5.7,0.4, ,33.1,21.3,89,38,2.37,23.49
BRISBANE,24/02/2013,3.7,0.2, ,29.7,23.8,95,62,1.77,16.06
BRISBANE,25/02/2013,1.2,45.2, ,25.6,22.8,97,87,2.38,3.50
BRISBANE,26/02/2013,2.5,93.4, ,27.3,21.2,98,77,1.97,11.35
BRISBANE,27/02/2013,4.0,15.6, ,28.6,21.2,95,61,2.02,18.97
BRISBANE,28/02/2013,3.9,8.4, ,28.5,21.6,96,54,1.55,18.21
Totals:,,113.5,250.6, ,,,,,, 
