'IDCKWCDE41,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for BRISBANE Queensland for July 2013,,,,,,,,,,
Issued at 22:30 GMT on Thursday 01 August 2013,,,,,,,,,,
© Copyright Commonwealth of Australia 2013 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
BRISBANE,01/07/2013,1.0,8.8, ,17.9,13.1,95,83,2.15,4.63
BRISBANE,02/07/2013,1.9,15.4, ,23.3,14.1,95,61,1.85,11.63
BRISBANE,03/07/2013,2.0,0.0, ,23.6,15.7,88,61,1.56,12.90
BRISBANE,04/07/2013,1.8,0.4, ,23.9,16.5,93,47,0.78,13.05
BRISBANE,05/07/2013,1.8,0.0, ,23.8,13.4,96,63,0.55,14.77
BRISBANE,06/07/2013, ,0.0, , ,12.5,99,31,0.59,16.11
BRISBANE,07/07/2013, ,0.0, ,22.8, ,90,51,1.09,14.98
BRISBANE,08/07/2013,2.0,0.0, ,22.8,12.1,84,44,0.89,15.82
BRISBANE,09/07/2013,1.9,0.0, ,20.6,10.7,86,53,1.69,12.48
BRISBANE,10/07/2013,1.1,1.6, ,17.4,12.6,96,76,1.01,7.07
BRISBANE,11/07/2013,1.9,0.6, ,21.4,12.9,92,52,1.26,13.35
BRISBANE,12/07/2013,1.7,0.2, ,20.7,12.4,97,60,1.04,12.87
BRISBANE,13/07/2013,1.8,0.0, ,21.8,10.1,98,50,0.92,15.51
BRISBANE,14/07/2013,1.3,1.6, ,19.6,11.6,96,69,0.60,9.48
BRISBANE,15/07/2013,1.5,0.2, ,20.3,12.9,98,64,0.91,11.31
BRISBANE,16/07/2013,1.9,0.0, ,22.2,13.1,97,59,1.05,13.86
BRISBANE,17/07/2013,1.8,0.2, ,22.1,13.5,97,58,0.83,14.04
BRISBANE,18/07/2013,1.8,0.4, ,22.2,12.4,98,65,0.87,13.95
BRISBANE,19/07/2013,1.6,1.6, ,23.5,13.2,98,63,0.85,10.91
BRISBANE,20/07/2013,1.7,2.8, ,23.4,16.3,97,63,0.99,10.13
BRISBANE,21/07/2013,2.3,0.2, ,22.2,13.0,97,43,0.97,17.35
BRISBANE,22/07/2013,1.2,0.2, ,18.0,11.8,91,51,0.71,5.91
BRISBANE,23/07/2013,2.5,3.0, ,20.0,11.8,93,30,1.63,17.29
BRISBANE,24/07/2013,2.4,0.0, ,21.3,7.9,79,41,1.31,17.97
BRISBANE,25/07/2013,2.2,0.0, ,21.6,12.1,81,52,1.52,15.14
BRISBANE,26/07/2013,2.0,0.0, ,22.3,14.2,98,59,0.89,14.96
BRISBANE,27/07/2013,2.1,0.0, ,22.3,11.1,96,48,1.10,14.71
BRISBANE,28/07/2013,1.9,0.0, ,22.1,11.4,92,53,1.36,10.54
BRISBANE,29/07/2013,1.6,1.0, ,21.8,13.1,96,58,0.73,9.71
BRISBANE,30/07/2013,1.9,0.2, ,22.8,12.8,96,53,0.72,13.33
BRISBANE,31/07/2013,2.1,0.6, ,22.8,10.7,95,52,0.96,15.00
Totals:,,52.7,39, ,,,,,, 
